,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
30113,33,5,391114,15,9,0,9,5,1,0,0,0,40,28,1
30114,47,5,219632,3,3,3,3,4,1,0,0,0,40,27,1
30115,46,0,320124,15,9,1,8,2,0,1,15024,0,40,28,0
30116,40,5,799281,15,9,5,2,0,1,1,0,0,38,28,1
30117,42,5,657397,15,9,1,3,1,1,0,0,0,40,27,1
30118,31,4,373432,4,13,1,14,1,1,0,7298,0,55,28,0
30119,51,5,168660,12,7,1,9,1,1,0,0,0,40,28,1
30120,44,5,191149,1,10,5,2,0,1,1,0,0,57,28,1
30121,37,5,356824,15,9,2,7,0,1,1,0,0,40,28,1
30122,25,5,191782,12,7,0,3,5,4,1,0,0,40,28,1
30123,63,1,29859,0,4,1,12,1,1,0,7688,0,60,28,0
30124,52,5,204226,15,9,5,0,3,1,0,0,0,45,28,1
30125,42,6,246862,1,10,5,7,3,1,1,3325,0,40,28,1
30126,28,5,496526,15,9,0,2,3,1,1,0,0,40,28,1
30127,30,5,426431,11,14,0,14,3,1,0,10520,0,40,28,0
30128,34,5,84154,4,13,1,0,1,1,0,0,0,50,28,1
30129,37,8,45937,2,12,1,8,2,1,1,0,0,40,28,0
30130,31,5,130021,15,9,1,3,1,1,0,0,0,45,28,1
30131,35,5,63021,1,10,5,0,3,1,1,0,0,35,28,1
30132,25,5,367306,1,10,0,2,5,1,1,0,0,40,28,1
30133,38,5,65624,15,9,5,8,3,1,0,0,0,40,28,1
30134,43,1,144928,15,9,0,12,3,1,0,0,0,60,28,1
30135,22,5,117747,1,10,0,13,4,3,1,0,0,40,18,1
30136,18,5,266681,12,7,0,5,5,1,0,0,0,20,28,1
30137,26,5,152035,15,9,0,2,3,1,1,0,0,40,28,1
30138,36,5,190023,15,9,1,11,1,1,0,0,0,60,28,0
30139,43,5,233130,15,9,5,0,3,1,0,0,0,20,28,1
30140,21,5,149637,1,10,0,2,3,1,1,0,0,25,28,1
30141,62,8,224277,1,10,4,1,3,1,1,0,0,40,28,1
30142,26,5,121559,15,9,1,13,1,1,0,0,0,40,28,1
30143,54,1,230951,4,13,1,8,1,1,0,0,0,40,28,0
30144,18,5,345285,12,7,0,0,5,1,1,0,0,20,28,1
30145,65,1,28367,15,9,1,0,1,1,0,0,0,55,28,1
30146,41,5,320744,15,9,0,13,3,1,0,3325,0,50,28,1
30147,31,5,243773,5,5,0,5,0,1,1,0,0,20,28,1
30148,56,5,151474,5,5,5,0,0,1,1,0,0,40,28,1
30149,50,5,135465,4,13,1,8,1,1,0,0,0,50,28,0
30150,22,5,210781,4,13,0,2,5,1,1,0,0,35,28,1
30151,36,6,359001,1,10,1,1,1,1,0,0,0,48,28,1
30152,48,5,119471,7,16,1,14,1,3,0,0,0,40,26,0
30153,30,5,226396,15,9,1,5,2,1,1,0,0,30,28,1
30154,35,5,283122,1,10,1,7,1,1,0,0,0,45,28,1
30155,37,1,326400,15,9,1,11,1,1,0,0,0,30,28,1
30156,32,3,169186,15,9,1,10,1,1,0,0,0,5,28,1
30157,56,5,158752,11,14,1,8,2,1,1,0,0,50,28,1
30158,29,3,208406,15,9,0,10,3,1,0,0,0,35,28,1
30159,41,5,96741,2,12,5,0,0,1,0,0,0,40,28,1
30160,38,4,255191,15,9,0,5,3,1,0,0,0,40,28,1
30161,34,5,177733,5,5,2,3,0,1,1,0,0,35,39,1
30162,54,4,137815,9,8,0,5,5,1,0,4101,0,40,28,1
30163,36,3,187203,6,11,5,10,5,1,0,0,0,50,28,1
30164,42,5,168515,6,11,5,14,3,1,1,0,0,40,28,1
30165,33,5,122672,15,9,1,12,1,1,0,0,0,50,28,1
30166,21,5,195199,15,9,0,14,5,1,1,0,0,30,28,1
30167,69,6,179813,13,6,1,11,1,1,0,0,0,10,28,1
30168,32,5,178623,2,12,0,0,3,4,1,0,0,46,32,1
30169,50,5,41890,15,9,1,13,1,1,0,0,0,40,28,1
30170,40,5,373050,9,8,1,5,1,1,0,0,0,40,36,1
30171,45,5,80430,15,9,5,5,3,1,1,0,0,40,28,1
30172,31,5,198613,15,9,1,2,1,1,0,0,0,35,28,1
30173,24,5,330571,4,13,1,14,2,1,1,0,0,40,28,1
30174,28,5,209205,4,13,0,14,3,1,0,0,0,60,28,0
30175,21,5,132243,2,12,0,5,5,1,1,0,0,5,28,1
30176,43,1,237670,6,11,5,8,3,1,0,0,0,25,28,1
30177,22,5,193586,15,9,0,0,3,1,1,0,0,25,28,1
30178,62,1,197353,15,9,1,13,1,1,0,0,1740,40,28,1
30179,21,1,74538,1,10,0,7,3,1,0,0,0,25,28,1
30180,37,5,89718,1,10,1,11,1,1,0,0,0,45,28,1
30181,34,5,93169,1,10,5,5,0,4,1,0,0,40,28,1
30182,74,1,292915,4,13,1,8,1,1,0,0,1825,12,28,0
30183,43,5,328570,1,10,5,3,0,4,1,0,0,38,28,1
30184,25,5,312157,1,10,0,14,3,1,1,0,0,40,28,1
30185,43,5,193459,12,7,1,9,1,1,0,0,0,40,28,1
30186,23,5,236804,12,7,1,5,1,1,0,0,0,40,28,1
30187,33,5,126223,15,9,2,3,0,4,1,0,0,40,28,1
30188,51,4,172281,4,13,1,8,1,1,0,0,0,35,28,0
30189,64,5,153894,4,13,0,0,0,1,1,0,0,40,24,1
30190,35,5,331395,1,10,0,8,3,1,0,0,0,50,28,1
30191,69,1,92472,13,6,3,12,3,1,0,3273,0,45,28,1
30192,32,5,318647,4,13,1,8,1,1,0,0,0,48,28,0
30193,20,5,332931,1,10,0,5,5,1,1,0,0,40,28,1
30194,66,0,76212,15,9,1,11,1,1,0,0,0,50,28,0
30195,31,5,301168,1,10,0,13,3,1,0,0,0,40,35,1
30196,22,5,440969,1,10,0,5,5,1,1,0,0,24,28,1
30197,32,5,154950,10,15,0,14,3,1,0,0,0,40,28,1
30198,23,5,218343,2,12,0,0,5,1,1,0,0,40,28,1
30199,21,5,239577,1,10,0,2,5,1,0,0,0,40,28,1
30200,36,5,247936,15,9,1,5,2,3,1,0,0,2,5,1
30201,62,6,203525,0,4,1,13,1,1,0,2829,0,40,28,1
30202,24,5,182342,15,9,0,9,3,1,0,0,0,40,28,1
30203,45,5,25649,1,10,1,11,1,1,0,7298,0,50,28,0
30204,27,5,243569,12,7,1,9,1,1,0,3942,0,40,28,1
30205,38,5,187870,10,15,1,14,1,1,0,0,2415,90,28,0
30206,20,3,289116,1,10,0,10,5,1,1,0,0,5,28,1
30207,30,5,487330,1,10,1,3,1,1,0,0,0,30,28,1
30208,17,3,34019,13,6,0,10,5,1,0,0,0,20,28,1
30209,17,3,250541,12,7,0,10,5,4,0,0,0,8,28,1
30210,21,1,318987,6,11,1,12,1,1,0,0,0,40,28,1
30211,56,1,140558,15,9,1,0,1,1,0,0,0,40,28,1
30212,59,6,303455,11,14,4,14,0,1,1,4787,0,60,28,0
30213,37,1,76855,1,10,5,8,0,1,1,0,0,40,28,1
30214,52,5,308764,1,10,5,8,0,1,1,0,0,40,28,1
30215,50,8,339905,1,10,1,8,1,1,0,0,0,40,28,0
30216,55,5,227856,4,13,1,8,1,1,0,7298,0,60,28,0
30217,55,5,156430,4,13,1,14,1,1,0,0,0,40,28,0
30218,45,3,98265,15,9,5,10,3,1,1,0,0,40,28,1
30219,72,5,116640,1,10,1,14,1,1,0,3471,0,20,28,1
30220,39,5,187167,1,10,5,8,3,1,1,0,0,40,28,1
30221,28,5,184078,9,8,5,3,3,1,1,0,0,40,28,1
30222,38,5,108140,4,13,5,7,4,1,0,0,0,40,28,1
30223,44,5,150533,1,10,2,13,3,1,0,0,1876,55,28,1
30224,51,1,313702,15,9,0,0,3,1,0,0,0,40,28,1
30225,20,5,39803,1,10,0,5,5,1,0,0,1719,36,28,1
30226,25,5,252752,1,10,0,11,3,1,1,0,0,45,28,1
30227,52,5,111700,1,10,5,0,4,1,1,0,0,20,28,0
30228,45,5,361842,15,9,4,13,3,1,1,0,0,40,28,1
30229,17,5,231438,12,7,0,2,5,1,1,0,0,12,28,1
30230,20,5,178469,15,9,0,5,5,3,1,0,0,15,36,1
30231,64,6,116620,11,14,1,14,1,1,0,0,0,25,28,1
30232,34,5,112212,15,9,1,2,1,1,0,0,1485,40,28,1
30233,74,1,109101,1,10,1,8,1,1,0,0,0,4,28,1
30234,58,8,72998,12,7,5,13,3,4,1,14084,0,40,28,0
30235,44,5,147265,11,14,1,14,1,1,0,0,0,40,28,0
30236,23,4,314645,2,12,0,2,3,1,1,0,0,25,28,1
30237,23,5,444554,15,9,0,9,5,1,0,0,0,50,28,1
30238,27,5,129629,6,11,0,7,4,1,1,0,0,36,28,1
30239,34,5,106761,4,13,1,0,1,1,0,0,0,45,28,0
30240,18,5,189924,15,9,0,0,5,1,1,0,0,24,28,1
30241,33,5,311194,12,7,0,0,0,4,1,0,0,17,28,1
30242,50,1,89737,1,10,1,13,1,1,0,0,0,48,28,1
30243,47,5,49298,15,9,5,0,3,1,0,0,0,50,28,1
30244,50,0,190333,10,15,1,14,1,1,0,99999,0,55,28,0
30245,18,5,251923,12,7,0,0,5,1,1,0,0,15,28,1
30246,49,6,298445,10,15,1,14,2,1,1,0,1977,60,28,0
30247,34,5,180284,1,10,1,9,1,1,0,0,0,50,28,1
30248,51,5,154342,11,14,1,14,1,1,0,7688,0,45,28,0
30249,56,4,68658,1,10,1,8,1,1,0,0,0,40,28,0
30250,64,5,203783,15,9,4,2,0,1,1,0,0,8,28,1
30251,23,5,250037,1,10,0,12,3,1,1,0,0,50,28,1
30252,33,5,158688,1,10,1,11,1,1,0,0,0,40,28,1
30253,43,5,214781,11,14,1,8,1,1,0,0,0,45,28,1
30254,60,8,404023,15,9,5,8,3,1,0,10520,0,40,28,0
30255,57,4,109015,9,8,5,5,0,1,1,0,0,40,28,1
30256,22,5,194630,4,13,0,0,3,1,0,0,0,45,28,1
30257,23,5,239375,4,13,0,3,5,1,0,0,0,40,28,1
30258,54,5,35576,1,10,1,0,1,1,0,0,2415,50,28,0
30259,39,8,363630,15,9,1,2,1,4,0,7688,0,52,28,0
30260,32,1,182926,11,14,0,14,3,1,0,0,0,40,28,1
30261,20,5,117222,1,10,0,7,5,1,0,0,0,15,28,1
30262,30,5,110643,1,10,0,8,3,1,0,0,0,52,28,1
30263,56,1,170217,15,9,1,12,1,1,0,0,0,45,28,1
30264,34,5,193285,15,9,1,9,1,1,0,0,0,40,28,1
30265,32,5,161075,15,9,0,13,0,1,0,0,0,40,28,1
30266,59,5,322691,11,14,1,14,1,1,0,0,0,50,28,0
30267,19,5,229431,1,10,0,14,5,1,0,0,0,11,28,1
30268,60,3,106282,5,5,4,10,3,1,1,0,0,40,28,1
30269,29,5,105694,15,9,1,9,1,1,0,0,0,42,28,1
30270,24,5,199883,1,10,1,13,1,1,0,0,0,60,28,1
30271,41,4,100800,11,14,5,14,3,1,0,0,0,35,28,1
30272,23,5,256278,0,4,1,9,4,2,1,0,0,30,29,1
30273,32,5,156464,15,9,1,0,1,1,0,0,1902,50,28,0
30274,51,0,129525,15,9,0,0,4,1,0,0,0,40,36,1
30275,18,5,285013,15,9,0,0,5,1,0,0,0,10,28,1
30276,28,5,248911,1,10,0,8,5,1,1,0,0,40,36,1
30277,33,3,369386,1,10,1,10,2,1,1,5178,0,40,28,0
30278,38,5,219902,15,9,2,11,0,4,1,0,0,30,28,1
30279,29,5,375482,4,13,0,14,3,1,0,0,0,50,22,1
30280,25,5,169124,15,9,1,11,1,1,0,0,0,45,28,1
30281,31,5,183000,10,15,0,7,3,1,0,0,0,55,28,1
30282,34,5,28053,4,13,3,2,3,1,1,0,0,25,28,1
30283,34,5,242984,15,9,1,8,1,1,0,0,1887,45,28,0
30284,66,4,132055,15,9,1,8,1,1,0,0,1825,40,28,0
30285,41,5,212894,3,3,1,9,1,1,0,0,0,40,3,1
30286,62,5,223975,0,4,1,14,1,1,0,0,0,20,28,1
30287,58,5,357788,15,9,1,13,1,4,0,0,0,40,28,1
30288,40,5,406811,15,9,2,8,0,1,1,0,0,40,31,1
30289,24,5,154422,4,13,0,8,5,3,1,0,0,40,38,1
30290,47,5,140644,15,9,1,8,1,1,0,0,0,40,28,0
30291,19,5,355477,15,9,0,5,5,4,0,0,0,25,28,1
30292,32,5,151773,1,10,1,13,1,1,0,0,0,45,28,1
30293,51,4,341548,1,10,5,2,3,1,1,0,0,40,28,1
30294,25,5,512771,5,5,1,11,1,1,0,0,0,45,28,1
30295,60,3,141580,11,14,1,10,1,1,0,0,0,40,28,1
30296,22,5,48988,1,10,0,11,3,1,0,0,0,40,28,1
30297,29,5,201022,4,13,1,8,2,1,1,0,0,50,28,0
30298,20,5,82777,15,9,1,0,5,1,0,0,0,40,28,1
30299,42,5,152676,0,4,5,13,0,1,0,0,0,40,21,1
30300,18,5,115815,15,9,0,3,5,1,0,0,0,20,28,1
30301,23,5,168009,13,6,1,3,5,3,1,0,0,40,18,1
30302,28,5,213152,4,13,1,2,1,1,0,0,0,40,36,0
30303,55,5,89690,4,13,5,14,3,1,1,0,0,40,28,0
30304,40,5,126868,15,9,5,3,3,4,0,0,0,40,28,1
30305,52,5,95128,1,10,5,0,3,1,0,0,0,50,28,1
30306,37,5,185567,15,9,5,3,0,1,0,0,0,40,28,0
30307,21,5,301408,1,10,0,0,5,1,1,0,1602,22,28,1
30308,35,5,216256,6,11,0,5,3,1,0,0,0,60,28,1
30309,45,5,182541,1,10,5,3,0,1,0,0,0,48,28,1
30310,39,5,172855,15,9,5,2,0,4,1,0,0,40,28,1
30311,54,5,68684,15,9,1,13,1,1,0,0,0,44,28,1
30312,42,5,364832,0,4,5,0,3,1,1,0,0,40,28,1
30313,26,3,264300,1,10,1,10,2,1,1,0,0,20,28,1
30314,59,0,349910,2,12,1,13,1,1,0,0,0,40,28,1
30315,42,5,276218,15,9,1,0,2,1,1,0,0,40,28,0
30316,22,5,251196,1,10,0,1,5,4,1,0,0,20,28,1
30317,33,5,196898,4,13,0,14,3,1,1,0,0,40,28,1
30318,39,5,58343,1,10,1,3,1,1,0,0,0,40,28,0
30319,18,0,101061,12,7,0,12,5,1,0,0,0,70,28,1
30320,46,5,415051,1,10,1,0,1,4,0,0,0,60,28,0
30321,24,5,174043,4,13,0,5,3,1,0,0,0,40,28,1
30322,28,5,129460,6,11,1,9,2,1,1,0,0,30,37,1
30323,21,4,110946,15,9,0,2,5,1,1,0,0,43,28,1
30324,22,5,313873,12,7,0,13,5,1,0,0,0,30,28,1
30325,61,5,81132,3,3,1,9,1,3,0,7298,0,40,38,0
30326,56,8,255386,1,10,1,2,1,3,0,0,0,40,2,1
30327,21,5,191497,1,10,0,0,5,1,1,0,0,20,28,1
30328,17,5,128617,13,6,0,9,5,1,0,0,0,26,28,1
30329,29,5,368949,1,10,1,9,1,1,0,0,0,40,36,0
30330,28,6,263600,15,9,1,1,1,1,0,0,0,40,28,0
30331,62,5,257277,15,9,4,2,3,1,1,0,0,38,28,1
30332,39,5,339442,15,9,2,3,3,4,0,2176,0,40,28,1
30333,30,6,289442,15,9,0,1,3,1,0,0,0,40,28,1
30334,20,3,162667,12,7,0,10,0,1,0,0,0,40,29,1
30335,18,6,466325,12,7,0,2,5,1,0,0,0,12,28,1
30336,54,5,142169,15,9,0,9,5,1,0,0,0,40,28,1
30337,49,5,252079,1,10,1,11,1,1,0,0,0,40,28,0
30338,33,4,119628,7,16,1,14,1,3,0,0,0,50,16,1
30339,50,5,175804,4,13,1,0,1,1,0,0,0,40,28,0
30340,57,5,70720,15,9,1,5,1,1,0,0,0,78,28,1
30341,50,4,201513,15,9,5,2,5,1,1,0,0,40,28,1
30342,45,5,257609,4,13,1,8,1,1,0,0,0,40,28,0
30343,41,5,124692,1,10,1,8,5,1,0,0,0,40,28,0
30344,23,5,268525,15,9,1,3,1,1,0,0,0,48,28,1
30345,23,5,250630,4,13,0,0,3,1,1,0,0,40,28,1
30346,47,5,180277,15,9,1,2,2,1,1,0,0,40,33,1
30347,39,1,191342,4,13,1,8,1,3,0,0,0,50,30,1
30348,29,5,250967,6,11,1,3,1,1,0,0,1887,48,28,0
30349,46,5,153254,15,9,1,3,1,4,0,0,0,40,28,1
30350,18,5,362600,3,3,0,9,5,1,0,0,0,40,28,1
30351,68,5,171933,0,4,1,13,1,1,0,0,0,40,28,1
30352,62,5,211408,6,11,1,7,1,1,0,0,0,40,28,0
30353,43,5,48193,2,12,1,7,1,1,0,0,0,40,28,1
30354,35,5,22463,15,9,1,13,1,1,0,0,0,40,28,1
30355,21,5,440969,15,9,0,2,5,1,1,0,0,40,28,1
30356,21,4,164922,1,10,0,9,5,1,0,0,0,40,28,1
30357,41,6,134524,6,11,5,13,0,1,1,0,0,45,28,1
30358,61,5,176689,15,9,1,11,1,1,0,0,0,40,28,1
30359,24,5,220993,15,9,0,13,3,1,0,0,0,50,28,1
30360,21,5,512828,15,9,0,1,5,4,0,0,0,40,28,1
30361,36,4,422275,3,3,1,5,1,1,0,0,0,40,27,1
30362,37,6,65291,6,11,0,1,3,1,1,0,0,40,28,1
30363,69,5,197080,9,8,1,11,1,1,0,9386,0,60,28,0
30364,49,8,181657,1,10,5,8,3,1,1,0,0,50,28,1
30365,55,5,190257,15,9,1,12,1,1,0,0,0,53,28,0
30366,21,5,238068,15,9,1,3,1,1,0,0,0,40,28,1
30367,18,5,337046,13,6,0,5,5,1,0,0,0,40,28,1
30368,26,5,187248,15,9,1,14,3,4,0,0,0,40,28,1
30369,20,3,250037,1,10,0,10,5,1,1,0,0,18,36,1
30370,46,5,285750,15,9,1,12,1,1,0,4064,0,55,28,1
30371,23,5,260617,13,6,0,13,3,1,0,0,0,40,28,1
30372,48,5,216999,15,9,1,13,1,1,0,0,0,40,28,0
30373,36,5,531055,15,9,1,13,1,1,0,0,1902,48,28,0
30374,42,4,121265,11,14,5,14,3,1,0,0,0,40,28,1
30375,41,6,184466,11,14,1,14,1,1,0,0,0,38,28,0
30376,45,5,297676,2,12,4,0,0,1,1,0,0,40,1,1
30377,52,5,114228,15,9,5,13,3,1,0,3325,0,40,28,1
30378,22,6,121144,4,13,0,14,5,4,1,0,0,18,28,1
30379,20,5,26842,1,10,0,3,3,1,1,2176,0,40,28,1
30380,27,5,113054,15,9,2,3,3,1,0,0,0,43,28,1
30381,36,5,256636,15,9,5,8,3,1,0,0,0,40,28,1
30382,34,5,152246,15,9,1,11,1,0,0,0,0,52,28,1
30383,38,5,108140,11,14,1,14,1,1,0,0,0,50,28,0
30384,20,3,203353,1,10,0,10,5,1,1,0,0,40,28,1
30385,47,5,207207,15,9,5,0,0,1,1,0,0,45,28,1
30386,21,5,115420,15,9,1,13,1,1,0,0,0,50,28,1
30387,33,5,80058,15,9,0,11,3,1,0,0,0,40,28,1
30388,31,6,48520,2,12,0,1,0,1,0,0,0,40,28,1
30389,61,5,411652,9,8,1,13,1,1,0,0,0,40,27,1
30390,46,5,154405,13,6,1,9,1,4,0,0,0,45,28,1
30391,55,6,104917,11,14,1,14,1,4,0,0,0,40,28,0
30392,19,4,261422,1,10,0,14,5,1,0,0,0,40,28,1
30393,39,5,48915,15,9,1,3,1,1,0,0,0,40,28,0
30394,61,5,172037,15,9,1,5,1,1,0,0,0,40,28,1
30395,28,5,144833,1,10,1,9,1,1,0,0,0,40,28,1
30396,28,5,275116,13,6,1,11,1,1,0,0,0,40,28,1
30397,61,3,72886,15,9,1,10,1,1,0,0,0,38,28,0
30398,61,5,103575,15,9,1,13,1,1,0,0,0,37,28,1
30399,54,5,200783,1,10,1,0,1,1,0,0,0,40,28,1
30400,50,0,152810,1,10,1,3,1,1,0,0,0,70,0,1
30401,37,6,44694,11,14,1,14,2,1,1,0,0,45,28,0
30402,17,3,48703,12,7,0,10,5,1,1,0,0,30,28,1
30403,56,5,91905,15,9,1,0,2,1,1,0,0,4,28,1
30404,31,5,168906,4,13,5,8,3,1,1,0,0,50,28,0
30405,32,4,147215,4,13,1,8,2,1,1,0,0,55,28,0
30406,28,5,153546,12,7,5,5,0,1,1,0,0,40,28,1
30407,34,5,35595,6,11,1,7,1,1,0,0,0,40,28,1
30408,33,5,225507,13,6,0,5,5,1,1,0,0,25,28,1
30409,42,5,345504,6,11,5,2,3,1,1,0,0,35,28,1
30410,64,5,137205,6,11,1,13,1,1,0,0,0,48,28,1
30411,29,5,327779,1,10,1,9,1,1,0,0,0,20,28,1
30412,41,3,213416,3,3,1,10,1,1,0,0,0,32,27,1
30413,45,5,362883,1,10,1,11,1,1,0,0,0,40,28,1
30414,48,5,131309,11,14,1,14,1,1,0,0,0,45,28,0
30415,44,5,188331,1,10,2,7,3,1,1,0,0,38,28,1
30416,34,8,194740,1,10,0,2,3,1,0,0,0,40,28,1
30417,40,5,43711,15,9,0,3,3,1,0,0,0,45,28,1
30418,45,5,187033,15,9,1,13,1,1,0,0,2051,40,28,1
30419,23,5,233923,1,10,0,5,5,1,1,0,0,20,28,1
30420,51,5,84278,4,13,1,14,1,1,0,0,0,55,28,0
30421,24,5,437666,15,9,1,13,1,1,0,2885,0,50,28,1
30422,57,5,186386,4,13,4,14,0,1,0,10520,0,40,28,0
30423,23,5,129767,1,10,0,2,3,1,1,0,1721,40,28,1
30424,34,5,180284,1,10,1,12,1,1,0,0,0,40,28,0
30425,36,5,108320,15,9,5,3,3,1,0,4101,0,40,28,1
30426,56,0,75214,10,15,1,14,1,1,0,0,0,32,28,0
30427,42,5,284758,15,9,5,8,0,1,1,0,0,40,28,1
30428,45,0,188330,4,13,1,8,1,1,0,0,0,60,28,1
30429,38,5,333651,4,13,1,14,1,1,0,15024,0,70,28,0
30430,29,6,115305,6,11,1,1,1,1,0,7688,0,40,28,0
30431,54,5,172962,4,13,5,14,3,1,0,0,1340,40,28,1
30432,40,5,198096,15,9,1,3,1,1,0,0,0,40,28,0
30433,29,5,163265,15,9,1,11,1,1,0,0,0,40,28,1
30434,35,8,128608,4,13,0,8,5,1,0,0,0,40,28,1
30435,47,5,107460,15,9,2,8,0,1,1,0,0,37,28,1
30436,51,5,251841,6,11,0,8,3,1,1,0,0,43,28,1
30437,28,5,403671,15,9,0,5,4,1,0,0,0,40,27,1
30438,58,5,159378,15,9,1,3,1,1,0,0,0,45,28,0
30439,24,5,170070,15,9,0,3,5,1,1,0,0,25,28,1
30440,46,4,192323,15,9,5,8,3,1,0,0,0,40,28,1
30441,57,5,135796,13,6,1,3,1,4,0,0,0,48,28,1
30442,22,5,232985,15,9,0,9,4,1,0,0,0,20,28,1
30443,28,5,34532,4,13,0,7,3,4,0,0,0,30,11,1
30444,17,3,371316,13,6,0,10,5,1,0,0,0,25,28,1
30445,23,5,236994,15,9,0,0,5,1,0,0,0,60,28,1
30446,19,5,208366,15,9,0,9,3,1,0,0,0,40,28,1
30447,66,4,102640,15,9,4,14,0,4,1,0,0,35,28,1
30448,38,5,111377,1,10,1,8,1,1,0,0,0,55,28,1
30449,39,8,472166,1,10,5,8,0,4,1,0,0,40,28,1
30450,39,3,86551,9,8,1,10,1,1,0,0,0,40,28,1
30451,47,5,70943,15,9,1,3,1,1,0,5178,0,40,28,0
30452,39,5,294919,15,9,5,11,5,1,0,0,0,60,28,1
30453,22,5,408383,1,10,0,11,5,1,0,0,0,40,28,1
30454,36,5,255454,15,9,0,13,5,4,0,0,0,30,28,1
30455,32,5,193260,1,10,1,3,1,3,0,0,0,40,38,1
30456,29,3,191935,15,9,0,10,3,1,0,0,0,40,28,1
30457,43,6,125461,4,13,0,14,3,1,0,0,0,40,28,1
30458,51,5,97005,15,9,1,13,1,1,0,0,0,40,28,1
30459,42,5,183319,3,3,1,13,1,1,0,0,0,60,28,1
30460,32,4,167049,9,8,0,2,0,1,1,0,0,40,28,1
30461,34,5,185216,1,10,0,2,5,1,0,0,0,40,28,1
30462,51,5,161838,6,11,1,13,1,1,0,0,0,57,28,1
30463,38,5,165848,4,13,1,0,1,1,0,0,0,44,28,1
30464,21,5,138816,15,9,0,9,5,4,0,0,0,20,28,1
30465,33,1,99761,4,13,0,5,3,1,1,0,0,15,28,1
30466,34,5,112139,15,9,1,13,1,1,0,0,0,40,28,1
30467,32,5,129020,15,9,1,8,1,1,0,0,0,40,28,1
30468,38,3,365465,6,11,0,10,5,1,0,0,0,15,28,1
30469,27,1,259873,15,9,1,5,1,4,0,0,0,60,28,0
30470,35,0,89622,1,10,1,0,1,1,0,0,0,50,28,0
30471,29,4,201556,4,13,0,14,3,1,0,0,0,50,28,1
30472,40,5,176286,15,9,1,13,1,1,0,0,0,40,28,1
30473,46,5,192894,0,4,1,12,1,4,0,0,0,30,28,1
30474,37,5,172232,15,9,0,5,0,4,1,0,0,30,28,1
30475,38,1,163204,15,9,1,13,1,1,0,3411,0,25,28,1
30476,37,5,265737,1,10,1,8,1,4,0,0,1887,60,1,0
30477,44,5,215304,4,13,1,14,1,1,0,0,0,45,28,0
30478,25,5,185952,11,14,0,14,3,1,0,0,0,30,28,1
30479,38,5,216845,15,9,0,0,0,1,0,0,0,42,28,1
30480,34,6,35683,2,12,5,2,0,1,1,0,0,10,28,1
30481,50,1,371305,15,9,1,0,1,1,0,0,1902,60,28,0
30482,46,5,102359,1,10,1,8,1,1,0,0,0,50,28,0
30483,20,5,200089,3,3,0,9,0,1,0,0,0,30,3,1
30484,47,4,207120,6,11,1,8,1,1,0,0,0,38,28,0
30485,46,5,295334,7,16,1,14,1,1,0,0,0,60,28,0
30486,34,5,234537,2,12,5,0,3,1,0,0,0,40,28,1
30487,61,5,142922,15,9,1,11,1,1,0,0,0,40,28,1
30488,55,4,181641,1,10,5,14,3,4,1,0,0,37,28,1
30489,36,5,185325,15,9,0,11,3,1,0,0,0,35,28,1
30490,28,5,167336,1,10,0,8,3,1,1,10520,0,40,28,0
30491,22,5,379778,15,9,0,5,3,1,0,0,0,40,28,1
30492,34,5,176117,1,10,0,0,5,4,1,0,0,35,28,1
30493,33,5,100228,1,10,0,3,3,4,0,0,0,40,28,1
30494,27,5,150296,15,9,0,5,5,1,1,0,0,32,28,1
30495,43,8,25005,11,14,1,9,1,1,0,5013,0,12,28,1
30496,55,5,134120,13,6,1,13,1,1,0,99999,0,40,28,0
30497,39,1,251710,13,6,3,5,3,1,1,0,1721,15,28,1
30498,20,5,653574,1,10,0,5,5,1,0,0,0,33,29,1
30499,38,5,175441,15,9,0,9,3,4,0,0,0,40,28,1
30500,30,5,333119,1,10,0,13,3,1,0,0,0,40,28,1
30501,21,5,89154,12,7,0,5,5,1,0,0,0,42,29,1
30502,60,5,198727,15,9,1,14,1,1,0,0,0,30,28,1
30503,43,5,87284,1,10,0,9,3,1,0,0,0,40,28,1
30504,36,5,180686,15,9,1,13,1,1,0,0,0,45,28,0
30505,23,5,227070,1,10,0,5,0,1,1,0,0,48,29,1
30506,57,6,189824,1,10,1,9,1,4,0,7298,0,40,28,0
30507,25,6,348986,15,9,0,9,4,4,0,0,0,40,28,1
30508,38,5,96185,15,9,5,5,0,4,1,0,0,32,28,1
30509,22,5,112693,15,9,1,13,1,1,0,0,0,35,28,1
30510,23,5,417605,3,3,0,13,3,1,0,0,0,40,27,1
30511,61,1,140300,15,9,0,0,3,1,1,0,0,44,28,1
30512,28,5,340408,1,10,5,13,3,1,0,0,0,46,28,1
30513,17,3,187539,12,7,0,10,5,1,1,0,0,10,28,1
30514,21,5,237051,1,10,0,5,5,1,1,0,0,25,28,1
30515,49,5,175622,11,14,1,14,1,1,0,0,0,40,28,1
30516,37,5,389725,9,8,5,13,5,1,0,0,0,35,28,1
30517,23,5,182812,1,10,0,5,5,1,1,0,0,40,39,1
30518,38,1,245372,1,10,1,14,1,1,0,3137,0,50,28,1
30519,34,6,93886,4,13,1,14,2,1,1,0,0,46,28,0
30520,21,5,502837,15,9,0,3,5,1,1,0,0,40,24,1
